Harry S. Truman,"June 5, 1945","Executive Order 9566—Revocation of Executive Order 9090 of March 6 1942 Establishing An Airspace Reservation Over Portions of Ulster and Dutchess Counties New York"
Harry S. Truman,"June 8, 1945","Executive Order 9568—Providing for the Release of Scientific Information"
Harry S. Truman,"June 8, 1945","Executive Order 9567—Amending Executive Order No. 9095 as Amended by Executive Order No. 9193 to Define Further the Functions and Duties of the Alien Property Custodian With Respect to Property of Germany and Japan and Nationals Thereof"
Harry S. Truman,"June 14, 1945","Executive Order 9570—Possession and Operation of the Transportation System Plants and Facilities of the Scranton Transit Company Located in and About the City of Scranton Pennsylvania"
Harry S. Truman,"June 14, 1945","Executive Order 9569—Inspection By the Office of Price Administration of Corporation Statistical Transcript Cards Prepared from Income and Declared Value Excess Profits Tax Returns"
Harry S. Truman,"June 15, 1945","Executive Order 9571—Authorizing the Secretary of the Interior to Acquire and Dispose of Certain Property"
Harry S. Truman,"June 15, 1945","Executive Order 9572—Possession Control and Operation of the Toledo Peoria & Western Railroad"
Harry S. Truman,"June 16, 1945","Executive Order 9573—Creating An Emergency Board to Investigate a Dispute Between the Georgia and Florida Railroad and Its Employees"
Harry S. Truman,"June 18, 1945","Executive Order 9574—Authorizing the Secretary of War to Take Possession of and Operate the Plants and Facilities of the Diamond Alkali Company Located in Or Around Painesville Ohio"
Harry S. Truman,"June 21, 1945","Executive Order 9575—Declaring the Commissioned Corps of the Public Health Service to Be a Military Service and Prescribing Regulations Therefor"
Harry S. Truman,"June 28, 1945","Executive Order 9576—Creating an Emergency Board to Investigate a Dispute Between the Erie Railroad Company and Its Employees"
Harry S. Truman,"June 29, 1945","Executive Order 9577—Terminating the War Food Administration and Transferring Its Functions to the Secretary of Agriculture"
Harry S. Truman,"June 30, 1945","Executive Order 9578—Approving Regulations of the Civil Service Commission Under the Federal Employees Pay Act of 1945"
Harry S. Truman,"June 30, 1945","Executive Order 9579—Amendment of Executive Order No. 8937 of November 7 1941 Extending the Period of Elibibility On Civil Service Registers Or Lists of Persons Who Serve in the Armed Forces of the United States"
Harry S. Truman,"June 30, 1945","Executive Order 9580—Amendment of Executive Order No. 1888 of February 2 1914 as Amended Relating to Conditions of Employment in the Service of the Panama Canal and the Panama Railroad Company On the Isthmus of Panama"
Harry S. Truman,"June 30, 1945","Executive Order 9581—Amending Executive Order No. 9299 of February 4 1943 to Give the Territorial War Labor Board for the Territory of Hawaii Jurisdiction Over Voluntary Wage and Salary Adjustments of Employees in the Territory of Hawaii Subject to the Railway Labor Act"
Harry S. Truman,"June 30, 1945","Executive Order 9582—Restoring Land to the Territory of Hawaii for Aeronautical Purposes and Reserving Land for Military Purposes"
Harry S. Truman,"July 1, 1945","Executive Order 9577-A—Authorizing the Petroleum Administrator to Take Possession of and Operate the Plants and Facilities of the Texas Company Located in and Around Port Arthur Texas"
Harry S. Truman,"July 2, 1945","Executive Order 9583—Amendment of Executive Order 9356 of June 24 1943 Prescribing Regulations Governing the Furnishing of Clothing in Kind Or Payment of Cash Allowances in Lieu Thereof to Enlisted Personnel of the Navy the Coast Guard the Naval Reserve and the Coast Guard Reserve"
Harry S. Truman,"July 3, 1945","Executive Order 9584—Suspending Certain Statutory Provisions Relating to Employment in the Canal Zone"
Harry S. Truman,"July 4, 1945","Executive Order 9585—Authorizing the Secretary of the Navy To Take Possession of and Operate the Plants and Facilities of Goodyear Tire & Rubber Company Inc. Located at Akron Ohio"
Harry S. Truman,"July 6, 1945","Executive Order 9586—The Medal of Freedom"
Harry S. Truman,"July 6, 1945","Executive Order 9588—Creating An Emergency Board to Investigate the Disputes Between the Chicago North Shore & Milwaukee Railroad Company and the Chicago Aurora & Elgin Railroad Company and Their Employees"
Harry S. Truman,"July 6, 1945","Executive Order 9587—Amending Executive Order 8588 Entitled "Prescribing Regulations Governing the Payment of Expenses of Transportation of Household Goods and Personal Effects of Certain Civilian Officers and Employees of the United States" and Prescribing Regulations Governing the Payment of Expenses of Transportation of the Immediate Family of Civilian Officers and Employees of the Government"
Harry S. Truman,"July 16, 1945","Executive Order 9589—Restricting Competition in Certain Civil Service Examinations to Veterans"
Harry S. Truman,"July 19, 1945","Executive Order 9589-A—Authorizing the Petroleum Administrator To Take Possession of and Operate the Butadiene Plant Operated by Sinclair Rubber Inc. at Houston Texas"
Harry S. Truman,"July 21, 1945","Executive Order 9590—Establishing Certain Awards for the Coast and Geodetic Survey"
Harry S. Truman,"July 21, 1945","Executive Order 9591—Amending the Foreign Service Regulations of the United States"
Harry S. Truman,"July 21, 1945","Executive Order 9592—Extension of the Provisions of Executive Order No. 9001 of December 27 1941 to Contracts of the Office of War Information and the Office of Alien Property Custodian"
Harry S. Truman,"July 23, 1945","Executive Order 9592-A—Amendment of Executive Order No. 9400 of December 3 1943 Authorizing the Secretary of the Navy to Take Possession of and Operate the Shipyard of the Los Angeles Shipbuilding and Drydock Corporation At Los Angeles California"
Harry S. Truman,"July 25, 1945","Executive Order 9593—Authorizing the Secretary of War to Take Possession of and Operate the Plants and Facilities of the Springfield Plywood Corporation Located At Springfield Oregon"
Harry S. Truman,"July 28, 1945","Executive Order 9594—Designating the Chief of Engineers United States Army as a Member of the Federal Fire Council in Lieu of the Quartermaster General"
Harry S. Truman,"July 30, 1945","Executive Order 9595—Authorizing the Secretary of War to Take Possession of and Operate the Plants and Facilities of the United States Rubber Company Located in Or Around Detroit Michigan"
Harry S. Truman,"August 13, 1945","Executive Order 9596—Revoking Executive Order No. 9528 Which Provides a Change in the Order of Succession of Officers to Act as Secretary of the Navy"
Harry S. Truman,"August 14, 1945","Executive Order 9597—Amending Executive Order No. 9240 Entitled "Regulations Relating to Overtime Wage Compensation""
Harry S. Truman,"August 17, 1945","Executive Order 9598—Modifying the Conditions Upon Which a Classified Status May Be Granted"
Harry S. Truman,"August 18, 1945","Executive Order 9599—Providing for Assistance to Expanded Production and Continued Stabilization of the National Economy During the Transition from War to Peace and for the Orderly Modification of Wartime Controls Over Prices Wages Materials and Facilities"
Harry S. Truman,"August 18, 1945","Executive Order 9600—Amending Executive Order No. 9240 Entitled "Regulations Relating to Overtime Wage Compensation""
Harry S. Truman,"August 21, 1945","Executive Order 9601—Revocation of Executive Order 9240 as Amended Entitled "Regulations Relating to Overtime Compensation""
Harry S. Truman,"August 23, 1945","Executive Order 9602—Possession Control and Operation of the Transportation System Plants and Facilities of the Illinois Central Railroad Company"
Harry S. Truman,"August 25, 1945","Executive Order 9604—Providing for the Release of Scientific Information (Extension and Amendment of Executive Order No. 9568)"
Harry S. Truman,"August 25, 1945","Executive Order 9603—Termination of Possession of Certain Property Taken By the Government"
Harry S. Truman,"August 29, 1945","Executive Order 9605—Revoking Paragraph 4 of Executive Order No. 9279 of December 5 1942 So as to Permit Voluntary Enlistments in the Armed Forces"
Harry S. Truman,"August 29, 1945","Executive Order 9606—Adopting and Ratifying the Capture of the German Motor Vessel "Caribia""
Harry S. Truman,"August 30, 1945","Executive Order 9607—Revoking Executive Order 9301 of February 9 1943 Establishing a Minimum Wartime Workweek of Forty-Eight Hours"
Harry S. Truman,"August 31, 1945","Executive Order 9608—Providing for the Termination of the Office of War Information and for the Disposition of Its Functions and of Certain Functions of the Office of Inter-american Affairs"
Harry S. Truman,"September 5, 1945","Executive Order 9609—Authorizing the National Advisory Committee for Aeronautics to Acquire and Dispose of Property"
Harry S. Truman,"September 6, 1945","Executive Order 9610—Authorizing the Administrator of Veterans' Affairs to Acquire and Dispose of Property"
Harry S. Truman,"September 10, 1945","Executive Order 9611—Reestablishing the Advisory Board on Just Compensation"
Harry S. Truman,"September 12, 1945","Executive Order 9612—Amending Executive Order 8902 Prescribing Regulations Pertaining to the Entry of Coffee Into the United States from Countries Signatories of the Inter-american Coffee Agreement"
Harry S. Truman,"September 13, 1945","Executive Order 9613—Withdrawing and Reserving for the Use of the United States Lands Containing Radio-active Mineral Substances"
Harry S. Truman,"September 14, 1945","Executive Order 9614—Termination of the War Refugee Board"
Harry S. Truman,"September 14, 1945","Executive Order 9616—Relating to the United States High Commissioner to the Philippine Islands"
Harry S. Truman,"September 14, 1945","Executive Order 9616-A—Creation of a Special Temporary Position in the Public Health Service"
Harry S. Truman,"September 14, 1945","Executive Order 9615—Making Certain Time Limitations Imposed By Executive Order No. 4601 of March 1 1927 Prescribing Regulations Pertaining to the Award of the Distinguished Flying Cross Inapplicable to Certain Cases"
Harry S. Truman,"September 19, 1945","Executive Order 9618—Appointment of Edwin G. Arnold Director Division of Territories and Island Possessions Department of the Interior as Administrator of the Puerto Rico Reconstruction Adminstration"
Harry S. Truman,"September 19, 1945","Executive Order 9617—Transfer of Certain Agencies and Functions to the Department of Labor"
